frame,RB:rKnee_Joint.tx,RB:rKnee_Joint.ty,RB:rKnee_Joint.tz,RB:rKnee_Joint.rx,RB:rKnee_Joint.ry,RB:rKnee_Joint.rz,RB:rAnkle_Joint.tx,RB:rAnkle_Joint.ty,RB:rAnkle_Joint.tz,RB:rAnkle_Joint.rx,RB:rAnkle_Joint.ry,RB:rAnkle_Joint.rz,RB:rAnkle_Pos.tx,RB:rAnkle_Pos.ty,RB:rAnkle_Pos.tz,RB:rAnkle_Pos.rx,RB:rAnkle_Pos.ry,RB:rAnkle_Pos.rz,RB:rD1P1_Spline.tx,RB:rD1P1_Spline.ty,RB:rD1P1_Spline.tz,RB:rD1P1_Spline.rx,RB:rD1P1_Spline.ry,RB:rD1P1_Spline.rz,RB:rD1P2_Pos.tx,RB:rD1P2_Pos.ty,RB:rD1P2_Pos.tz,RB:rD1P2_Pos.rx,RB:rD1P2_Pos.ry,RB:rD1P2_Pos.rz,RB:rD1TUP_Pos.tx,RB:rD1TUP_Pos.ty,RB:rD1TUP_Pos.tz,RB:rD1TUP_Pos.rx,RB:rD1TUP_Pos.ry,RB:rD1TUP_Pos.rz,RB:rD1markerjoint.tx,RB:rD1markerjoint.ty,RB:rD1markerjoint.tz,RB:rD1markerjoint.rx,RB:rD1markerjoint.ry,RB:rD1markerjoint.rz,RB:rMP_Joint.tx,RB:rMP_Joint.ty,RB:rMP_Joint.tz,RB:rMP_Joint.rx,RB:rMP_Joint.ry,RB:rMP_Joint.rz,RB:rD3P2_Pos.tx,RB:rD3P2_Pos.ty,RB:rD3P2_Pos.tz,RB:rD3P2_Pos.rx,RB:rD3P2_Pos.ry,RB:rD3P2_Pos.rz,RB:rD3P3_Pos.tx,RB:rD3P3_Pos.ty,RB:rD3P3_Pos.tz,RB:rD3P3_Pos.rx,RB:rD3P3_Pos.ry,RB:rD3P3_Pos.rz,RB:rD3TUP_Pos.tx,RB:rD3TUP_Pos.ty,RB:rD3TUP_Pos.tz,RB:rD3TUP_Pos.rx,RB:rD3TUP_Pos.ry,RB:rD3TUP_Pos.rz,RB:rD3markerJoint.tx,RB:rD3markerJoint.ty,RB:rD3markerJoint.tz,RB:rD3markerJoint.rx,RB:rD3markerJoint.ry,RB:rD3markerJoint.rz,RB:rD2P1_Joint.tx,RB:rD2P1_Joint.ty,RB:rD2P1_Joint.tz,RB:rD2P1_Joint.rx,RB:rD2P1_Joint.ry,RB:rD2P1_Joint.rz,RB:rD2P2_Pos.tx,RB:rD2P2_Pos.ty,RB:rD2P2_Pos.tz,RB:rD2P2_Pos.rx,RB:rD2P2_Pos.ry,RB:rD2P2_Pos.rz,RB:rD2TUP_Pos.tx,RB:rD2TUP_Pos.ty,RB:rD2TUP_Pos.tz,RB:rD2TUP_Pos.rx,RB:rD2TUP_Pos.ry,RB:rD2TUP_Pos.rz,RB:rD2markerJoint.tx,RB:rD2markerJoint.ty,RB:rD2markerJoint.tz,RB:rD2markerJoint.rx,RB:rD2markerJoint.ry,RB:rD2markerJoint.rz,RB:rD4P1_Joint.tx,RB:rD4P1_Joint.ty,RB:rD4P1_Joint.tz,RB:rD4P1_Joint.rx,RB:rD4P1_Joint.ry,RB:rD4P1_Joint.rz,RB:rD4P2_Pos.tx,RB:rD4P2_Pos.ty,RB:rD4P2_Pos.tz,RB:rD4P2_Pos.rx,RB:rD4P2_Pos.ry,RB:rD4P2_Pos.rz,RB:rD4P3_Joint.tx,RB:rD4P3_Joint.ty,RB:rD4P3_Joint.tz,RB:rD4P3_Joint.rx,RB:rD4P3_Joint.ry,RB:rD4P3_Joint.rz,RB:rD4P4_Joint.tx,RB:rD4P4_Joint.ty,RB:rD4P4_Joint.tz,RB:rD4P4_Joint.rx,RB:rD4P4_Joint.ry,RB:rD4P4_Joint.rz,RB:rD4TUP_Pos.tx,RB:rD4TUP_Pos.ty,RB:rD4TUP_Pos.tz,RB:rD4TUP_Pos.rx,RB:rD4TUP_Pos.ry,RB:rD4TUP_Pos.rz,RB:rD4markerJoint.tx,RB:rD4markerJoint.ty,RB:rD4markerJoint.tz,RB:rD4markerJoint.rx,RB:rD4markerJoint.ry,RB:rD4markerJoint.rz
81,3.638203659,17.84214659,19.68832906,-110.1070275,67.5715079,80.26727382,4.609437919,22.27654409,8.577406226,56.58714773,64.58921607,65.72534456,4.678988761,22.1415479,8.108454451,87.22207076,-6.432419807,456.2172063,5.574097578,16.48067784,7.301413246,-87.221897,6.464102193,-83.78124654,5.830882148,16.12438008,6.629321845,-44.83095782,51.85637663,-64.08584129,6.329866334,17.31767206,6.178234756,62.294174,19.58983031,67.58013824,6.526357685,17.51550576,5.460163805,-124.0725276,25.17241158,168.1451311,5.625102661,14.56822612,7.25418725,94.18259324,5.490874428,-75.79006663,6.046563997,12.72685196,7.069457873,94.18259324,5.490874428,-75.79006663,6.382398576,11.30390699,7.09140033,94.16456818,1.374785381,-76.09089972,6.649836951,10.18013297,7.208454918,94.19935613,-7.499909898,-76.74007941,6.951721755,8.897000289,7.012942804,4.415276045,5.472076695,179.2101819,6.043850307,15.22002531,7.033277162,107.9551923,16.79645792,-43.88548422,7.21473837,14.15060024,6.485434987,107.9551923,16.79645792,-43.88548422,8.009903225,13.24765726,6.444401913,107.1751059,1.953282834,-48.63166533,8.710250111,12.36598897,6.555822686,23.41296027,17.56699809,-140.1484001,4.950481069,14.84475293,7.177878185,107.3981227,22.66165687,-114.4422414,4.432078473,13.77838556,6.672460592,107.3981227,22.66165687,-114.4422414,4.046829639,13.10501677,6.63425855,106.1751013,-7.907657161,-123.6113188,3.70492207,12.59305223,6.724445564,106.0215408,-1.325858698,-121.7068289,3.349228889,11.98542244,6.745547377,106.0215408,-1.325858698,-121.7068289,2.997031824,11.15979204,6.617061046,0.589791741,16.04978816,147.6757269
82,3.664921495,17.75300419,19.66091559,-109.6816308,67.23574286,80.75019636,4.608618142,22.25827447,8.576162104,57.14874337,64.30500667,66.32219108,4.677212774,22.12469627,8.106667161,87.33906744,-6.610707043,456.2680614,5.576734825,16.4671755,7.28125583,-87.33889636,6.642392502,-83.73045606,5.831661349,16.11333137,6.607163804,-44.9477337,52.10970306,-64.14535878,6.329841211,17.30667679,6.155329678,62.51835883,19.62191799,67.61548787,6.523899905,17.50542284,5.436849238,-124.1129603,24.95921537,168.1024776,5.62976297,14.55492574,7.228413813,93.96062996,5.743057609,-75.75609498,6.052103988,12.71458833,7.035541683,93.96062996,5.743057609,-75.75609498,6.389321716,11.29190162,7.052437361,93.94221039,1.574995959,-76.04452705,6.658452953,10.16796639,7.163932145,93.97230646,-7.224692992,-76.65340112,6.960902702,8.887335854,6.953460105,3.837008821,5.091982759,179.2411501,6.047261057,15.20782633,7.00839298,107.8604585,16.67646492,-43.42271063,7.227489719,14.14704053,6.463807199,107.8604585,16.67646492,-43.42271063,8.032160445,13.25285784,6.416698574,107.0991033,2.24263334,-48.01610446,8.742746767,12.37860748,6.521544781,23.06006908,17.48240532,-139.6211145,4.954655191,14.83091284,7.154487736,107.0390174,22.86900395,-114.6892647,4.432341109,13.76841645,6.644961488,107.0390174,22.86900395,-114.6892647,4.045221435,13.0961617,6.606057833,105.8255066,-8.096884827,-123.7676712,3.702109632,12.58536771,6.698285608,105.6691892,-1.501122002,-121.9024554,3.344403147,11.97899575,6.721437388,105.6691892,-1.501122002,-121.9024554,2.990264078,11.15477728,6.589276564,0.402895779,15.6931428,147.5220847
83,3.696694095,17.66209025,19.6327863,-109.2054559,66.89275198,81.3017748,4.606350132,22.24024644,8.575083315,57.75655443,64.01881705,66.98228794,4.673842548,22.10816556,8.105007206,87.47941133,-6.797567071,456.339128,5.579678498,16.45450649,7.260267377,-87.47924466,6.829256042,-83.65946703,5.832594905,16.10329401,6.584045265,-45.10001636,52.37855653,-64.20742069,6.329190912,17.2969914,6.131398053,62.77037572,19.65680767,67.68801551,6.520400963,17.49681194,5.412452033,-124.1534103,24.71974945,168.0867519,5.635470329,14.54250564,7.201586675,93.71412297,6.013718257,-75.7216741,6.058679639,12.70330358,6.999985467,93.71412297,6.013718257,-75.7216741,6.39736351,11.28091079,7.011419221,93.69546432,1.791693212,-75.99562784,6.668301141,10.15682291,7.116834251,93.72082807,-6.923859822,-76.56049915,6.971099099,8.878427893,6.89365609,3.359411331,4.712648198,179.2791635,6.051361176,15.1966955,6.982353039,107.7519168,16.58183043,-42.96744908,7.240535938,14.14463221,6.440314186,107.7519168,16.58183043,-42.96744908,8.054521344,13.25930332,6.386486782,107.0082273,2.562684848,-47.40407639,8.775247518,12.39255676,6.484177657,22.67644336,17.3816345,-139.1052724,4.959740441,14.81767775,7.130355361,106.6482658,23.08407382,-114.9400054,4.433498662,13.75917152,6.616583315,106.6482658,23.08407382,-114.9400054,4.044622674,13.08797779,6.576883973,105.4465561,-8.290626343,-123.9087542,3.70045628,12.57827585,6.671200428,105.2880256,-1.695629571,-122.0904919,3.340830063,11.97313188,6.69662972,105.2880256,-1.695629571,-122.0904919,2.984692126,11.15032911,6.561062681,0.23902958,15.30783528,147.3782049
84,3.730565604,17.56861831,19.60333202,-108.7152197,66.53838022,81.88531174,4.60252388,22.22187609,8.573977359,58.38128707,63.72311762,67.67640471,4.668871482,22.09140848,8.103287573,87.62925278,-6.996176392,456.4302267,5.582932195,16.44218052,7.238012189,-87.62909138,7.027868903,-83.56845128,5.833830726,16.09382205,6.559565755,-45.26545945,52.66103076,-64.25589244,6.328190888,17.28819937,6.106265209,63.03896566,19.68454149,67.79293109,6.516307313,17.48930291,5.386860949,-124.20158,24.46622485,168.093386,5.642180985,14.53048418,7.173126763,93.45574767,6.29952548,-75.68667918,6.066252553,12.69251423,6.962311273,93.45574767,6.29952548,-75.68667918,6.406454707,11.27044898,6.967935603,93.43699907,2.022082355,-75.94490087,6.6792612,10.14621801,7.066801445,93.45779889,-6.599909007,-76.46422063,6.982249797,8.86963264,6.833742213,3.003787058,4.352791587,179.3230911,6.056175877,15.18615471,6.954729618,107.6430141,16.50852887,-42.5140489,7.254047168,14.14298842,6.414647821,107.6430141,16.50852887,-42.5140489,8.077173012,13.26662621,6.353574068,106.915805,2.90795731,-46.79420021,8.807919387,12.40747568,6.44362648,22.26772307,17.27803275,-138.5981452,4.965721188,14.80458931,7.10476736,106.2498576,23.29302191,-115.1917668,4.435540176,13.75005863,6.586886389,106.2498576,23.29302191,-115.1917668,4.044955132,13.07990176,6.546455104,105.0624362,-8.496691143,-124.0435511,3.699809219,12.57127887,6.64299127,104.9017784,-1.914548123,-122.2758915,3.33830521,11.96736872,6.670995897,104.9017784,-1.914548123,-122.2758915,2.980082043,11.14597156,6.532432056,0.103535214,14.91760695,147.2405263
85,3.763555735,17.47243098,19.57207343,-108.2474209,66.17088913,82.4597644,4.597453668,22.20276046,8.572601592,58.99180838,63.41264074,68.36903166,4.662709397,22.07403739,8.101275432,87.77459768,-7.207673807,456.5364684,5.586455038,16.42976602,7.214212987,-87.77444156,7.239369545,-83.46228998,5.835448512,16.08448476,6.533495459,-45.42205152,52.95338261,-64.27955286,6.327153862,17.27984128,6.079888618,63.31169151,19.696869,67.92010286,6.512124381,17.48244255,5.360088962,-124.2631255,24.21157644,168.1138732,5.649648766,14.51843318,7.142681323,93.19299286,6.595218925,-75.65093965,6.074585325,12.68178142,6.922334742,93.19299286,6.595218925,-75.65093965,6.416336545,11.26007655,6.922018074,93.17430747,2.257621024,-75.89287105,6.691048361,10.1357163,7.0138904,93.1908507,-6.254090056,-76.36600346,6.994146513,8.860435875,6.773931515,2.775156536,4.021549559,179.3722318,6.061584639,15.1757362,6.925300367,107.549315,16.453078,-42.05674558,7.268044278,14.1417458,6.386692075,107.549315,16.453078,-42.05674558,8.100153458,13.27448249,6.317949592,106.8371385,3.273470712,-46.18508235,8.840779403,12.42302144,6.399965628,21.83876839,17.1869144,-138.0976488,4.972400837,14.79129738,7.077222333,105.8680061,23.48521606,-115.4393571,4.438327542,13.74059391,6.555575415,105.8680061,23.48521606,-115.4393571,4.046039535,13.07146599,6.514593272,104.696873,-8.71989825,-124.1792942,3.699928751,12.5639615,6.613531086,104.5337917,-2.159948217,-122.4620083,3.336554584,11.96131677,6.644440998,104.5337917,-2.159948217,-122.4620083,2.976165867,11.14129288,6.503381204,-0.001499868,14.54576363,147.1064834
86,3.793213958,17.37409155,19.53886276,-107.8313458,65.79126911,82.98716146,4.591858391,22.18282046,8.570814766,59.56125888,63.08538563,69.0248846,4.656143506,22.0559693,8.098840217,87.90403785,-7.431507107,456.6489291,5.590183259,16.41704438,7.188850928,-87.9038862,7.463205546,-83.3499009,5.83745645,16.0750264,6.505862696,-45.55212452,53.25123743,-64.27429287,6.326384206,17.27158481,6.052422324,63.57763875,19.68826351,68.05598067,6.508333824,17.47587005,5.332328728,-124.3410942,23.96679481,168.1369582,5.657477425,14.50613044,7.11021973,92.93319654,6.894215403,-75.61444408,6.083287389,12.67086283,6.880236928,92.93319654,6.894215403,-75.61444408,6.426595738,11.24954644,6.874087206,92.91472147,2.488850479,-75.84015772,6.703217016,10.12507773,6.958608663,92.92744143,-5.890713313,-76.26754463,7.00641959,8.850642174,6.714331913,2.654954074,3.721737759,179.4255061,6.067352348,15.1651436,6.894124693,107.4853179,16.4137535,-41.5921251,7.282374222,14.14067807,6.356563422,107.4853179,16.4137535,-41.5921251,8.123300953,13.28264133,6.27980372,106.7863736,3.655737018,-45.57699793,8.87362613,12.4389418,6.353441855,21.39271291,17.12239124,-137.6042156,4.979445506,14.77770166,7.047559474,105.5224302,23.65515551,-115.6758739,4.441631782,13.73056632,6.522591346,105.5224302,23.65515551,-115.6758739,4.047642629,13.06245795,6.481295429,104.3685669,-8.960836244,-124.3196539,3.70054997,12.55613678,6.582822399,104.2025324,-2.429433095,-122.6493477,3.335308736,11.95479537,6.616943374,104.2025324,-2.429433095,-122.6493477,2.972723371,11.13608486,6.473897914,-0.078601079,14.21068321,146.9754315
87,3.817947503,17.27477593,19.50396837,-107.484967,65.40292159,83.43847231,4.586705158,22.16230576,8.568665577,60.07114834,62.74275867,69.61472903,4.650173265,22.03743624,8.096039604,88.01045918,-7.665988597,456.7565992,5.594053415,16.40405394,7.162187796,-88.01031064,7.697689136,-83.2422896,5.839807719,16.06542397,6.476966799,-45.64486063,53.5506048,-64.24298805,6.326134683,17.26330504,6.024222322,63.82928685,19.65625223,68.18645746,6.505321238,17.46940947,5.303954277,-124.4359238,23.73916271,168.1507832,5.665214327,14.49360415,7.076041574,92.68716446,7.196443956,-75.57730414,6.091902111,12.65978827,6.836312058,92.68716446,7.196443956,-75.57730414,6.43674522,11.23888002,6.824408094,92.66898299,2.716810624,-75.78757294,6.715229763,10.11432092,6.901260523,92.67837311,-5.511714177,-76.17161442,7.018585958,8.840328386,6.65487272,2.624770774,3.459683354,179.4809208,6.07319165,15.15431434,6.861543598,107.4617616,16.39102265,-41.12056408,7.296742925,14.13972562,6.324596759,107.4617616,16.39102265,-41.12056408,8.146273957,13.29100085,6.239507646,106.7738985,4.053061672,-44.97279848,8.906051787,12.45508253,6.304450299,20.93076085,17.09474987,-137.1215684,4.986465572,14.76397123,7.015989094,105.2249039,23.8031473,-115.8944117,4.445186978,13.72007924,6.48813063,105.2249039,23.8031473,-115.8944117,4.049526384,13.05296484,6.446746304,104.0880219,-9.215589337,-124.4643657,3.701434306,12.54788692,6.551007417,103.9184507,-2.715809564,-122.8355557,3.334353402,11.94787167,6.588559822,103.9184507,-2.715809564,-122.8355557,2.969622245,11.13038938,6.443953629,-0.135219398,13.92269641,146.848537
88,3.837116145,17.17600162,19.46802411,-107.2138475,65.0109017,83.79723604,4.582961826,22.14167026,8.566389711,60.51309103,62.38899727,70.11960597,4.645763758,22.01886824,8.093114847,88.09164546,-7.908985794,456.849009,5.598012099,16.39102415,7.134689564,-88.09149841,7.940687862,-83.14992448,5.842418581,16.05583961,6.447295905,-45.6971197,53.84865338,-64.19349366,6.326561161,17.25506539,5.995771796,64.0634226,19.6010841,68.29998045,6.503312923,17.46306651,5.275447383,-124.5459507,23.53149533,168.1454137,5.672449823,14.48107011,7.040678598,92.4612898,7.505425946,-75.54061646,6.099980239,12.64878255,6.790971934,92.4612898,7.505425946,-75.54061646,6.446291462,11.22829177,6.773273402,92.44342128,2.946118662,-75.7366448,6.726543138,10.10365225,6.842106807,92.44995409,-5.115521097,-76.08088502,7.030109168,8.829778895,6.595361495,2.663908281,3.236534096,179.5358973,6.078828229,15.14337897,6.828084238,107.4835112,16.38692267,-40.64627071,7.310785162,14.13894481,6.291265802,107.4835112,16.38692267,-40.64627071,8.168626654,13.29953912,6.197548466,106.8043615,4.464846371,-44.3776674,8.937524873,12.47134472,6.253484977,20.45304064,17.10848817,-136.6559612,4.993102356,14.75044973,6.983005502,104.9776925,23.9344714,-116.0900833,4.448738591,13.70946895,6.452576737,104.9776925,23.9344714,-116.0900833,4.051480164,13.04330051,6.411261524,103.8563119,-9.476656638,-124.6101063,3.702393937,12.53949578,6.518321178,103.6827343,-3.00802086,-123.0163995,3.333542709,11.94079801,6.559389877,103.6827343,-3.00802086,-123.0163995,2.96680857,11.1244444,6.413479215,-0.182773326,13.68287699,146.727889
89,3.850927194,17.07925106,19.43187009,-107.0125809,64.6207762,84.06032937,4.581362123,22.12138083,8.564341593,60.88842337,62.02995617,70.53260573,4.643618045,22.00071152,8.090421236,88.14985017,-8.158804175,456.9184425,5.602004737,16.37824683,7.106871093,-88.14970306,8.1905073,-83.08052283,5.845173088,16.04651141,6.417368367,-45.71255856,54.14436403,-64.13580352,6.327682881,17.24703362,5.967544761,64.28118625,19.52474145,68.38981498,6.502331997,17.45696178,5.247266505,-124.668448,23.3422851,168.114639,5.678878632,14.46880798,7.004708704,92.25748823,7.826280472,-75.50621274,6.107150932,12.63813785,6.744625843,92.25748823,7.826280472,-75.50621274,6.454812308,11.21806426,6.720933676,92.23990737,3.182991017,-75.68933683,6.736688985,10.0933464,6.781335259,92.24399653,-4.699039377,-75.99769677,7.040490266,8.819353911,6.535496203,2.751173589,3.048692663,179.5877054,6.084037643,15.13255622,6.794287222,107.5482531,16.4034731,-40.17604334,7.324136339,14.13841581,6.257053608,107.5482531,16.4034731,-40.17604334,8.18990271,13.30823847,6.154432712,106.8755073,4.890014179,-43.79783628,8.967503698,12.48762858,6.201074343,19.96036816,17.16122278,-136.2140879,4.999080847,14.73750573,6.949201574,104.7743573,24.05719783,-116.2613515,4.452065235,13.69915089,6.416359471,104.7743573,24.05719783,-116.2613515,4.053324228,13.03386072,6.375174645,103.6661673,-9.734937903,-124.7519975,3.703283206,12.53131534,6.484999941,103.488342,-3.293203769,-123.1870976,3.332776423,11.93388712,6.529509825,103.488342,-3.293203768,-123.1870976,2.964261174,11.11856355,6.38233288,-0.234592693,13.48411141,146.6154925
90,3.860170924,16.9856049,19.39634892,-106.8681585,64.23733585,84.23554481,4.582282338,22.10174443,8.562907415,61.20601842,61.67153814,70.85757596,4.644064499,21.98326467,8.088340406,88.19048826,-8.415117816,456.9608142,5.605948995,16.36594838,7.079122392,-88.1903398,8.44682166,-83.03817321,5.847913428,16.03764105,6.3875584,-45.69925254,54.43898215,-64.07943692,6.329365849,17.23938317,5.939864326,64.48731811,19.42949387,68.45455282,6.502193254,17.45124654,5.219713292,-124.8010051,23.1666465,168.0561998,5.684298342,14.45703819,6.968547703,92.07414607,8.163418821,-75.47578909,6.113150556,12.62808821,6.697547432,92.07414607,8.163418821,-75.47578909,6.462005388,11.20842715,6.667522359,92.05681231,3.43295306,-75.647222,6.745334904,10.08363195,6.719031861,92.05881016,-4.259936136,-75.92343453,7.049355394,8.809366174,6.474886018,2.866757884,2.889308028,179.6343465,6.088639232,15.12203849,6.760519444,107.6466012,16.44084,-39.71722567,7.336477493,14.13815992,6.222316401,107.6466012,16.44084,-39.71722567,8.209709236,13.31702676,6.110586654,106.9783643,5.325264966,-43.23881567,8.995534318,12.50379881,6.147715904,19.45615445,17.24398096,-135.8005071,5.004207086,14.72540102,6.915051541,104.6028224,24.1793873,-116.4099356,4.454968086,13.68946517,6.379793662,104.6028224,24.1793873,-116.4099356,4.054887636,13.02497335,6.338710135,103.5051877,-9.982078824,-124.8850441,3.703965912,12.52362835,6.451179237,103.3231335,-3.559143019,-123.3433501,3.33195703,11.92738273,6.498901842,103.3231335,-3.559143019,-123.3433501,2.961936774,11.11300449,6.350274323,-0.303464955,13.31424919,146.5127371
91,3.865835145,16.89553674,19.36212936,-106.7647056,63.86367855,84.33654624,4.585748783,22.08281809,8.562424733,61.47851146,61.31832683,71.10501534,4.647077551,21.96659395,8.087200685,88.22016759,-8.67946841,456.9752209,5.609714011,16.35421254,7.051589291,-88.22001692,8.711172768,-83.02378246,5.850436244,16.0293223,6.357981057,-45.66636122,54.73587078,-64.03145169,6.331348139,17.23222089,5.912818997,64.6885723,19.31651638,68.49688213,6.502553937,17.44603684,5.19285773,-124.9426967,22.99800467,167.9706727,5.688567452,14.44584736,6.932308219,91.90796528,8.518689684,-75.44983093,6.117817464,12.61873408,6.649792978,91.90796528,8.518689684,-75.44983093,6.467704971,11.19948595,6.613020469,91.89084873,3.699001427,-75.61053183,6.752314524,10.0746247,6.655182871,91.89106393,-3.798478593,-75.85788728,7.056518309,8.800010511,6.413092724,2.993471393,2.750506439,179.6754443,6.092468898,15.11191434,6.726854891,107.764174,16.49630809,-39.27568087,7.347553076,14.13810229,6.18719417,107.764174,16.49630809,-39.27568087,8.227756526,13.3257602,6.066284766,107.0992669,5.76421114,-42.70399812,9.021306057,12.5196831,6.093820176,18.94732353,17.34331165,-135.415882,5.008331945,14.7142241,6.880750996,104.449723,24.30675323,-116.5394696,4.457250421,13.68057877,6.342964747,104.449723,24.30675323,-116.5394696,4.055985113,13.01680086,6.301896081,103.3601545,-10.21220357,-125.0051849,3.704284893,12.51656043,6.416824946,103.1740987,-3.796119966,-123.4818849,3.330954703,11.92137751,6.467408983,103.1740987,-3.796119966,-123.4818849,2.959735869,11.10787996,6.316958453,-0.399764773,13.16032449,146.4203729
92,3.868808792,16.80797625,19.32914161,-106.6870798,63.49603639,84.37951931,4.59150331,22.0644135,8.563113392,61.72138405,60.96817498,71.29112566,4.652359034,21.95053975,8.087208097,88.24453564,-8.954851265,456.9631671,5.613131297,16.34297139,7.024156472,-88.24438224,8.986556039,-83.03584914,5.852522537,16.0215259,6.328485666,-45.62086397,55.0394453,-63.99485993,6.333309464,17.22556115,5.886271261,64.89150692,19.18523193,68.52174927,6.503014064,17.44138221,5.166552892,-125.0943872,22.83023437,167.8602984,5.691583845,14.43517922,6.895790884,91.75615662,8.890714168,-75.42704359,6.121089903,12.61003225,6.601212399,91.75615662,8.890714168,-75.42704359,6.471888006,11.19121243,6.557283797,91.73924753,3.98094827,-75.57775729,6.757636844,10.06631737,6.589715326,91.73796437,-3.318182638,-75.79916666,7.062007822,8.791353616,6.349684807,3.116804201,2.625656143,179.7124761,6.095377882,15.10215078,6.693079442,107.8852848,16.56482478,-38.85471259,7.35718683,14.13808597,6.151602653,107.8852848,16.56482478,-38.85471259,8.243876681,13.33424283,6.021625021,107.2233439,6.198162547,-42.19439234,9.044668089,12.53508895,6.039667501,18.44340393,17.4447828,-135.057127,5.011336722,14.70389347,6.846181649,104.3042889,24.44170603,-116.6540047,4.458726699,13.67246674,6.305710895,104.3042889,24.44170603,-116.6540047,4.056427036,13.00932059,6.264555523,103.2207272,-10.42236316,-125.11006,3.704066206,12.51006681,6.381729232,103.0310009,-3.997448125,-123.6008157,3.329608725,11.91580384,6.434738699,103.0310009,-3.997448125,-123.6008157,2.957509928,11.1031434,6.281956023,-0.530911294,13.01217288,146.3384859
93,3.869730257,16.72111976,19.29681253,-106.6237443,63.12750089,84.38033353,4.599034893,22.04617954,8.565007623,61.9482936,60.61551757,71.43341121,4.659380681,21.93478102,8.088388212,88.26684519,-9.244324102,456.9286009,5.616047041,16.33204683,6.996534669,-88.26668876,9.276029252,-83.07042704,5.854007483,16.01412575,6.29875659,-45.5659093,55.35340486,-63.96744662,6.334957488,17.21934075,5.859946349,65.100456,19.03385717,68.53547143,6.503222969,17.43726478,5.140523833,-125.2578022,22.65943888,167.7291543,5.69333412,14.42487404,6.858614089,91.61791892,9.275618023,-75.40482413,6.123039894,12.60183259,6.551553456,91.61791892,9.275618023,-75.40482413,6.474691927,11.18347615,6.500128035,91.60121668,4.27615513,-75.54625048,6.761490313,10.05860448,6.522567255,91.5987016,-2.825071955,-75.74448942,7.066062125,8.783359728,6.284290658,3.223860917,2.510591548,179.7479726,6.097289881,15.09262676,6.658817672,107.9966124,16.64117311,-38.45541918,7.365318602,14.13791529,6.115302221,107.9966124,16.64117311,-38.45541918,8.258041752,13.34225864,5.97654792,107.3379144,6.618501623,-41.70963494,9.065628029,12.54981572,5.985377198,17.95389551,17.53627418,-134.7195301,5.01318448,14.69419824,6.811016728,104.1597845,24.5841116,-116.7576661,4.459282918,13.66495556,6.267711914,104.1597845,24.5841116,-116.7576661,4.056077658,13.00237039,6.226383837,103.0806505,-10.6116038,-125.1995904,3.703171796,12.50398057,6.345577838,102.8875935,-4.158558511,-123.7001035,3.327775751,11.91048572,6.400519211,102.8875935,-4.158558511,-123.7001035,2.955109722,11.09864315,6.24479917,-0.702284809,12.86361923,146.2659771
94,3.868827925,16.63410028,19.26479041,-106.5695224,62.75637583,84.35177154,4.607544001,22.02769396,8.567910988,62.16466676,60.25922227,71.54476785,4.667349646,21.91890969,8.090546165,88.28820648,-9.549095573,456.8789878,5.618395571,16.32120439,6.968408893,-88.28804681,9.580801079,-83.12005127,5.854859298,16.00693343,6.268471822,-45.50220149,55.67900472,-63.94179343,6.336083559,17.21344782,5.833550245,65.31680388,18.86120273,68.5465783,6.502930348,17.43360703,5.114477938,-125.4335061,22.48433606,167.5850076,5.694003976,14.41471862,6.820426405,91.49411049,9.668747921,-75.38066786,6.123936947,12.59392386,6.500617915,91.49411049,9.668747921,-75.38066786,6.476444205,11.17608202,6.441441239,91.47760415,4.581248501,-75.51361531,6.764246886,10.05131056,6.453765487,91.47409705,-2.325968633,-75.69150046,7.069098719,8.77591854,6.21663797,3.301814468,2.4028561,179.784034,6.098298415,15.08318412,6.623722584,108.088744,16.72297558,-38.0781313,7.372054894,14.13739496,6.078005457,108.088744,16.72297558,-38.0781313,8.270385082,13.34959168,5.930880541,107.43382,7.019726974,-41.24959799,9.084348356,12.56365076,5.930890386,17.4849797,17.60912175,-134.3996303,5.014024705,14.68483405,6.774924598,104.0113253,24.73337609,-116.8560016,4.458965083,13.65778889,6.228651213,104.0113253,24.73337609,-116.8560016,4.054937534,12.99571974,6.187084656,102.9354464,-10.77918191,-125.2761061,3.701579272,12.49808193,6.308066968,102.7393926,-4.275143326,-123.7819615,3.325405146,11.90520986,6.364392916,102.7393926,-4.275143326,-123.7819615,2.952451908,11.09420426,6.205041528,-0.919080917,12.71023655,146.199655
