frame,RB:rKnee_Joint.tx,RB:rKnee_Joint.ty,RB:rKnee_Joint.tz,RB:rKnee_Joint.rx,RB:rKnee_Joint.ry,RB:rKnee_Joint.rz,RB:rAnkle_Joint.tx,RB:rAnkle_Joint.ty,RB:rAnkle_Joint.tz,RB:rAnkle_Joint.rx,RB:rAnkle_Joint.ry,RB:rAnkle_Joint.rz,RB:rAnkle_Pos.tx,RB:rAnkle_Pos.ty,RB:rAnkle_Pos.tz,RB:rAnkle_Pos.rx,RB:rAnkle_Pos.ry,RB:rAnkle_Pos.rz,RB:rD1P1_Spline.tx,RB:rD1P1_Spline.ty,RB:rD1P1_Spline.tz,RB:rD1P1_Spline.rx,RB:rD1P1_Spline.ry,RB:rD1P1_Spline.rz,RB:rD1P2_Pos.tx,RB:rD1P2_Pos.ty,RB:rD1P2_Pos.tz,RB:rD1P2_Pos.rx,RB:rD1P2_Pos.ry,RB:rD1P2_Pos.rz,RB:rD1TUP_Pos.tx,RB:rD1TUP_Pos.ty,RB:rD1TUP_Pos.tz,RB:rD1TUP_Pos.rx,RB:rD1TUP_Pos.ry,RB:rD1TUP_Pos.rz,RB:rD1markerjoint.tx,RB:rD1markerjoint.ty,RB:rD1markerjoint.tz,RB:rD1markerjoint.rx,RB:rD1markerjoint.ry,RB:rD1markerjoint.rz,RB:rMP_Joint.tx,RB:rMP_Joint.ty,RB:rMP_Joint.tz,RB:rMP_Joint.rx,RB:rMP_Joint.ry,RB:rMP_Joint.rz,RB:rD3P2_Pos.tx,RB:rD3P2_Pos.ty,RB:rD3P2_Pos.tz,RB:rD3P2_Pos.rx,RB:rD3P2_Pos.ry,RB:rD3P2_Pos.rz,RB:rD3P3_Pos.tx,RB:rD3P3_Pos.ty,RB:rD3P3_Pos.tz,RB:rD3P3_Pos.rx,RB:rD3P3_Pos.ry,RB:rD3P3_Pos.rz,RB:rD3TUP_Pos.tx,RB:rD3TUP_Pos.ty,RB:rD3TUP_Pos.tz,RB:rD3TUP_Pos.rx,RB:rD3TUP_Pos.ry,RB:rD3TUP_Pos.rz,RB:rD3markerJoint.tx,RB:rD3markerJoint.ty,RB:rD3markerJoint.tz,RB:rD3markerJoint.rx,RB:rD3markerJoint.ry,RB:rD3markerJoint.rz,RB:rD2P1_Joint.tx,RB:rD2P1_Joint.ty,RB:rD2P1_Joint.tz,RB:rD2P1_Joint.rx,RB:rD2P1_Joint.ry,RB:rD2P1_Joint.rz,RB:rD2P2_Pos.tx,RB:rD2P2_Pos.ty,RB:rD2P2_Pos.tz,RB:rD2P2_Pos.rx,RB:rD2P2_Pos.ry,RB:rD2P2_Pos.rz,RB:rD2TUP_Pos.tx,RB:rD2TUP_Pos.ty,RB:rD2TUP_Pos.tz,RB:rD2TUP_Pos.rx,RB:rD2TUP_Pos.ry,RB:rD2TUP_Pos.rz,RB:rD2markerJoint.tx,RB:rD2markerJoint.ty,RB:rD2markerJoint.tz,RB:rD2markerJoint.rx,RB:rD2markerJoint.ry,RB:rD2markerJoint.rz,RB:rD4P1_Joint.tx,RB:rD4P1_Joint.ty,RB:rD4P1_Joint.tz,RB:rD4P1_Joint.rx,RB:rD4P1_Joint.ry,RB:rD4P1_Joint.rz,RB:rD4P2_Pos.tx,RB:rD4P2_Pos.ty,RB:rD4P2_Pos.tz,RB:rD4P2_Pos.rx,RB:rD4P2_Pos.ry,RB:rD4P2_Pos.rz,RB:rD4P3_Joint.tx,RB:rD4P3_Joint.ty,RB:rD4P3_Joint.tz,RB:rD4P3_Joint.rx,RB:rD4P3_Joint.ry,RB:rD4P3_Joint.rz,RB:rD4P4_Joint.tx,RB:rD4P4_Joint.ty,RB:rD4P4_Joint.tz,RB:rD4P4_Joint.rx,RB:rD4P4_Joint.ry,RB:rD4P4_Joint.rz,RB:rD4TUP_Pos.tx,RB:rD4TUP_Pos.ty,RB:rD4TUP_Pos.tz,RB:rD4TUP_Pos.rx,RB:rD4TUP_Pos.ry,RB:rD4TUP_Pos.rz,RB:rD4markerJoint.tx,RB:rD4markerJoint.ty,RB:rD4markerJoint.tz,RB:rD4markerJoint.rx,RB:rD4markerJoint.ry,RB:rD4markerJoint.rz
265,4.790613173,8.537417704,12.05308552,-104.220721,39.25127652,86.82725331,5.503895833,17.76177394,4.40702357,70.79158933,37.35958933,78.78452127,5.512836381,17.83602467,3.950259537,86.00675139,-46.38199015,107.0813756,6.918673432,14.21468456,-0.340137068,-86.0044313,46.41363276,-72.91542046,6.936631885,14.45279291,-1.106671258,-228.5153943,79.1253369,102.8066097,7.269146454,15.3218937,-2.111911734,-259.3732376,47.33677523,69.69227358,7.089850903,15.56149861,-2.821711358,-115.7808883,-8.052389844,152.2387127,7.185546371,12.80178445,-1.602989181,98.33394633,27.94868494,-69.65016739,7.727003072,11.21799417,-2.497889388,98.33394633,27.94868494,-69.65016739,8.153750251,9.84202828,-2.748176112,97.52291028,12.05077398,-71.99843472,8.500103696,8.748214805,-2.926233603,97.41364623,7.11751732,-72.6540764,8.87152953,7.764719036,-3.745115665,-25.08931884,1.270940865,-176.8993267,7.481507687,13.51654535,-1.378225984,117.9224868,59.59709259,-24.49077952,8.229056839,13.23292397,-2.853186684,117.9224868,59.59709259,-24.49077952,8.98792233,12.62123891,-3.559756877,107.0197752,35.93881443,-38.87062064,9.746420716,11.87103105,-3.936728622,-2.54782314,13.68836362,-140.0435338,6.479938757,12.92555505,-1.447414288,78.8428378,21.75589719,-121.362011,5.828920934,11.91816966,-1.919302027,78.8428378,21.75589719,-121.362011,5.509846763,11.22246153,-1.787076995,78.93749731,-20.50879232,-113.2624064,5.281197671,10.68824063,-1.564658927,79.61643955,4.348500716,-117.9769296,4.967053827,10.06031111,-1.62118367,79.61643955,4.348500717,-117.9769296,4.623123132,9.403671403,-2.143441297,-23.60923188,-10.72020284,151.9168685
266,4.796218819,8.506725325,12.08164318,-104.1689652,39.31042699,86.88366899,5.499920983,17.72378075,4.425895277,70.83109431,37.42376549,78.83215905,5.509130761,17.80025001,3.969511494,85.84013636,-46.64908895,107.1865956,6.916297356,14.20021181,-0.338340898,-85.83769695,46.680725,-72.81005056,6.934328259,14.44239773,-1.10359486,-228.9738565,78.83362378,102.4090105,7.262347126,15.3112287,-2.110544161,-259.1670573,47.4405686,69.94728972,7.080465597,15.54973995,-2.820054137,-115.6443669,-8.177253307,152.3244886,7.183467246,12.79362661,-1.608160426,98.52357638,28.14136913,-69.48512168,7.728422162,11.21430054,-2.508808362,98.52357638,28.14136913,-69.48512168,8.156771399,9.838293994,-2.756117166,97.67654932,11.9303191,-71.9323886,8.504436205,8.744713625,-2.933047253,97.56750578,7.061824866,-72.59273514,8.877127425,7.775570341,-3.768302578,-26.01281021,1.210939386,-176.7509984,7.479501718,13.50716326,-1.379635241,118.6859476,59.67272652,-23.93570263,8.228845,13.23204977,-2.855296822,118.6859476,59.67272652,-23.93570263,8.988386881,12.62214334,-3.562677305,107.4299894,35.98646018,-38.76420303,9.746308631,11.8716045,-3.940149705,-2.606650878,14.00554828,-140.2056044,6.477809485,12.91680478,-1.452342974,78.64019253,21.86596284,-121.3529886,5.827420183,11.91004595,-1.926429435,78.64019253,21.86596284,-121.3529886,5.508518502,11.21311058,-1.80039612,78.76728051,-20.21200822,-113.1486415,5.280493303,10.67737816,-1.580993612,79.43716187,4.294139369,-117.8737753,4.967448671,10.04884514,-1.636905827,79.43716187,4.294139369,-117.8737753,4.62337838,9.392716318,-2.159713315,-23.65132458,-10.90038406,152.023724
267,4.791948783,8.476837784,12.10805234,-104.1536755,39.36410167,86.87856531,5.496061059,17.68663211,4.443608597,70.83636969,37.47856763,78.82057134,5.505776219,17.76525768,3.987609942,85.64195959,-46.90164686,107.2817124,6.913982601,14.1852082,-0.336529919,-85.63938151,46.93327475,-72.71475779,6.932585128,14.43133208,-1.100512731,-229.5269485,78.55546908,101.8812024,7.257274593,15.29972702,-2.108916177,-259.0039026,47.52914874,70.13186047,7.073393955,15.53733554,-2.818213729,-115.5289454,-8.274746787,152.3737928,7.181162784,12.78464668,-1.612988095,98.74994355,28.3329753,-69.30973493,7.72987777,11.20990722,-2.519365993,98.74994355,28.3329753,-69.30973493,8.159768189,9.833910402,-2.764040711,97.8627802,11.82312101,-71.86680928,8.508686018,8.740574301,-2.940011206,97.75333527,7.014660658,-72.53498254,8.882972244,7.78565394,-3.790790751,-26.91217986,1.190665299,-176.6115014,7.477590097,13.4967967,-1.380678163,119.5378279,59.73999,-23.32685435,8.229184885,13.2308592,-2.856876798,119.5378279,59.73999,-23.32685435,8.989437927,12.6228286,-3.565107674,107.8919883,36.03649501,-38.65191108,9.746608797,11.87185785,-3.943227428,-2.67852601,14.36252065,-140.3963373,6.475461916,12.90766673,-1.457240962,78.45034427,22.00669098,-121.337535,5.825949115,11.9016858,-1.934171836,78.45034427,22.00669098,-121.337535,5.507190842,11.20353047,-1.814698428,78.61520061,-19.88378136,-113.0408812,5.27969667,10.66621663,-1.598637308,79.2720696,4.268280433,-117.7665185,4.967810971,10.03708399,-1.654281911,79.2720696,4.268280434,-117.7665185,4.623849151,9.381560195,-2.177919074,-23.71600538,-11.06638297,152.1388263
268,4.778328474,8.445503682,12.13053196,-104.1752985,39.3974683,86.81467335,5.492490833,17.65009576,4.460770546,70.80961676,37.50926154,78.75411465,5.502946546,17.73091726,4.005180053,85.40592887,-47.15197811,107.3755412,6.912213769,14.17062035,-0.334893314,-85.40318754,47.1835958,-72.62072071,6.9318892,14.4207111,-1.09755985,-230.1830467,78.27792184,101.2168455,7.254432486,15.28879246,-2.106921594,-258.8788136,47.58747631,70.25054666,7.069160401,15.52589358,-2.816026822,-115.4502915,-8.350513006,152.3899153,7.179235397,12.77609924,-1.617980843,99.00762909,28.50683298,-69.13953161,7.731639152,11.20567103,-2.529583126,99.00762909,28.50683298,-69.13953161,8.162701184,9.829572301,-2.77160903,98.077406,11.71496303,-71.81551769,8.512564776,8.736358069,-2.946455265,97.96714099,6.959417351,-72.49454789,8.888625102,7.795055807,-3.811508785,-27.76331924,1.211797598,-176.4949265,7.476318743,13.4866676,-1.381699683,120.4371556,59.79555226,-22.70852495,8.230434413,13.2299438,-2.858243734,120.4371556,59.79555226,-22.70852494,8.991261235,12.6235275,-3.567242105,108.3820456,36.08167957,-38.5565644,9.747346635,11.87177994,-3.945989809,-2.752734394,14.741782,-140.6221663,6.473489423,12.89931175,-1.462590641,78.28958085,22.16824805,-121.3134575,5.825098805,11.89417305,-1.942812855,78.28958085,22.16824805,-121.3134575,5.506407862,11.19486745,-1.830077091,78.49545039,-19.53757881,-112.9473667,5.27929495,10.65598617,-1.617547435,79.13573866,4.26016305,-117.6581377,4.968590746,10.026264,-1.673133198,79.13573866,4.260163049,-117.6581377,4.625009485,9.371302408,-2.197722838,-23.79088285,-11.2036121,152.2562491
269,4.758020579,8.41155838,12.14801266,-104.2258384,39.40219957,86.70870062,5.489236738,17.61429073,4.477626517,70.76003452,37.50847058,78.65003117,5.500600184,17.69740133,4.022477289,85.13784779,-47.40848146,107.4766212,6.911265925,14.15745099,-0.333754891,-85.13492068,47.44008691,-72.51940385,6.93238815,14.41162478,-1.09503164,-230.9094742,77.99261697,100.4583561,7.253734892,15.2797403,-2.104745584,-258.7803891,47.60853854,70.32127744,7.067580749,15.51682753,-2.813624412,-115.4153631,-8.413390702,152.3834771,7.178130727,12.76920124,-1.623657622,99.28006648,28.64772732,-68.98943562,7.73383662,11.20242621,-2.539528985,99.28006648,28.64772732,-68.98943562,8.165498875,9.825991243,-2.778554534,98.30639063,11.59264584,-71.78818489,8.515838325,8.73267359,-2.951793889,98.19520502,6.880180665,-72.48029956,8.8936646,7.803899496,-3.829526706,-28.54104692,1.266203226,-176.4092955,7.475999265,13.47802698,-1.383168359,121.322591,59.83590678,-22.13178656,8.232698097,13.22981849,-2.859846832,121.322591,59.83590678,-22.13178656,8.993870434,12.62442147,-3.56934524,108.8648752,36.11113216,-38.49692061,9.748499545,11.87138926,-3.948445152,-2.812379548,15.11777373,-140.8767054,6.472329422,12.8927847,-1.46881428,78.1582258,22.3422368,-121.2804098,5.82527714,11.88849198,-1.952598361,78.1582258,22.3422368,-121.2804098,5.506605049,11.18812045,-1.846629467,78.40668266,-19.18334442,-112.8668313,5.27975012,10.64771676,-1.637720723,79.02791418,4.261408195,-117.5486854,4.970245601,10.01740827,-1.693353852,79.02791418,4.261408194,-117.5486854,4.627278676,9.362886036,-2.218893001,-23.86588316,-11.31228156,152.3744145
270,4.734503246,8.37512477,12.16019978,-104.2932245,39.37732668,86.58292524,5.48620701,17.57969827,4.494004398,70.69943753,37.47654495,78.53013569,5.498543866,17.66518881,4.039329054,84.85163271,-47.67379206,107.5903477,6.911153683,14.14654318,-0.33350201,-84.84850479,47.70538368,-72.40542259,6.933907264,14.40490955,-1.093318994,-231.652531,77.69782578,99.67149708,7.254666936,15.27351918,-2.102794638,-258.6957545,47.59315834,70.36604423,7.067987381,15.51108416,-2.81137529,-115.4230692,-8.472038144,152.3668354,7.178018026,12.76486463,-1.630441107,99.54619556,28.7444334,-68.87024132,7.736420291,11.20079463,-2.549291117,99.54619556,28.7444334,-68.87024132,8.168047619,9.823728827,-2.78471912,98.53174662,11.44667163,-71.78863761,8.518339282,8.730028075,-2.955621174,98.4198563,6.764529562,-72.49506613,8.897757703,7.812271458,-3.844189326,-29.22318823,1.340853851,-176.3561161,7.476648575,13.4718651,-1.385563969,122.1320521,59.85786449,-21.64063415,8.235837125,13.23082941,-2.862152752,122.1320521,59.85786449,-21.64063415,8.99712705,12.62562098,-3.57168589,109.3053016,36.11317819,-38.48391298,9.750000316,11.8707329,-3.95058585,-2.839095937,15.46560007,-141.1449342,6.472145846,12.88880903,-1.476210555,78.04467043,22.52373882,-121.2386935,5.826621523,11.88533372,-1.9637177,78.04467043,22.52373882,-121.2386935,5.508005954,11.18395386,-1.864460403,78.3365293,-18.82594708,-112.7905481,5.281375537,10.64205516,-1.659212699,78.93748292,4.267896381,-117.435118,4.97312014,10.01114423,-1.714952242,78.93748292,4.26789638,-117.435118,4.630937356,9.35691458,-2.241366116,-23.93520227,-11.40344042,152.4964003
271,4.710726835,8.337361643,12.16743175,-104.3662651,39.32786445,86.45678671,5.483198409,17.54701726,4.509408868,70.63772005,37.41966229,78.41278469,5.496476974,17.63492928,4.055229778,84.56364455,-47.94480224,107.7178269,6.911636868,14.13839685,-0.334481891,-84.56031062,47.97637914,-72.27768403,6.936028807,14.40098006,-1.092800984,-232.3600762,77.39829003,98.91797797,7.256511075,15.27053582,-2.101549928,-258.6153269,47.54760727,70.402103,7.069523973,15.50900118,-2.80974694,-115.4671322,-8.532087823,152.3492344,7.178752783,12.76351119,-1.638568424,99.78763983,28.79152326,-68.7862662,7.739170551,11.20105822,-2.558941196,99.78763983,28.79152326,-68.7862662,8.170196842,9.823077078,-2.790075434,98.73778095,11.27335903,-71.81471669,8.519966677,8.728713997,-2.957776378,98.62560649,6.605773417,-72.53598644,8.900710597,7.820168812,-3.855199702,-29.79397282,1.42329853,-176.3315908,7.478001494,13.46869681,-1.389253109,122.8209506,59.85893652,-21.26057755,8.239526984,13.23310526,-2.865517122,122.8209506,59.85893652,-21.26057754,9.000784224,12.62716646,-3.574461738,109.6788118,36.07851407,-38.51877731,9.75174152,11.86988692,-3.952390523,-2.818319509,15.76852273,-141.4090808,6.472792203,12.88766239,-1.484909888,77.93162772,22.71258197,-121.1883335,5.828984298,11.88497288,-1.976288265,77.93162772,22.71258197,-121.1883335,5.510578392,11.18258988,-1.883674075,78.26804793,-18.46480082,-112.7060119,5.284257952,10.63917219,-1.682133897,78.84843905,4.280718273,-117.3121743,4.977359062,10.00761652,-1.73805703,78.84843905,4.280718272,-117.3121743,4.636076875,9.353555545,-2.265264547,-23.99829884,-11.49302416,152.6288879
272,4.688274215,8.299925611,12.17043247,-104.4379825,39.26208939,86.34165514,5.479905805,17.51693193,4.523217471,70.58013308,37.34677202,78.30810913,5.49402743,17.6072305,4.069540445,84.28787736,-48.21435002,107.8563358,6.912276736,14.13307121,-0.336906102,-84.28434154,48.24591209,-72.13892342,6.938198452,14.39976513,-1.093738427,-232.9968433,77.10307334,98.23743469,7.258546886,15.27062045,-2.101408233,-258.5352826,47.48032929,70.43705111,7.071390257,15.51031531,-2.809145248,-115.539626,-8.594979921,152.3342385,7.179921034,12.76501643,-1.648049053,99.99354814,28.78999728,-68.73480661,7.741748887,11.20312356,-2.568512793,99.99354814,28.78999728,-68.73480661,8.171779003,9.82401534,-2.794728071,98.91522825,11.0757019,-71.85939015,8.520681121,8.728760325,-2.958364432,98.80322203,6.403931856,-72.59590426,8.902488868,7.82748241,-3.862637552,-30.24584514,1.505434792,-176.3285963,7.479580869,13.46847998,-1.394400257,123.3727226,59.83762838,-20.99328796,8.24333567,13.23655734,-2.870093444,123.3727226,59.83762838,-20.99328796,9.004537211,12.62904201,-3.577747463,109.9773447,36.00255083,-38.59338501,9.753582959,11.86895444,-3.953828153,-2.743118458,16.0217236,-141.6537139,6.473855661,12.88915131,-1.494859559,77.80174825,22.91333858,-121.128811,5.831982201,11.88724195,-1.990342821,77.80174825,22.91333858,-121.128811,5.514054043,11.18380103,-1.904353599,78.18521872,-18.09463341,-112.6006125,5.2882441,10.63877416,-1.706622085,78.74513655,4.305818264,-117.173812,4.982878078,10.00650591,-1.762883461,78.74513655,4.305818265,-117.173812,4.642590397,9.352545731,-2.290858302,-24.05956473,-11.59661101,152.7803281
273,4.667134392,8.264386416,12.17004392,-104.5067279,39.18853549,86.23920944,5.47597921,17.48989844,4.534896159,70.52675077,37.26650156,78.21678208,5.490819366,17.58246757,4.081708721,84.0331507,-48.47367767,108.0005562,6.912542811,14.13019151,-0.340788025,-84.02942394,48.50522538,-71.994467,6.93985166,14.4007523,-1.096197742,-233.5495493,76.82257059,97.64163631,7.260209549,15.27311844,-2.10255686,-258.457551,47.39887402,70.46793017,7.07301707,15.51429321,-2.80978145,-115.6340682,-8.658399865,152.3192836,7.180953305,12.76877753,-1.658669252,100.1621849,28.74681059,-68.7074034,7.743778737,11.20657226,-2.577992702,100.1621849,28.74681059,-68.7074034,8.172644119,9.82624099,-2.798897215,99.06255195,10.86302201,-71.91271271,8.520503048,8.729948152,-2.957734469,98.95102068,6.165475891,-72.66537711,8.903208843,7.834007439,-3.866918401,-30.57935597,1.584922552,-176.3388601,7.480815876,13.47066622,-1.400930228,123.8002742,59.79390779,-20.81791651,8.246814932,13.24091993,-2.875800382,123.8002742,59.79390779,-20.81791651,9.008078933,12.63119284,-3.581482231,110.2096223,35.88661203,-38.69264724,9.75536808,11.86805529,-3.954871248,-2.615835195,16.23208597,-141.8690405,6.474770718,12.89268242,-1.505834299,77.64138709,23.13415777,-121.0595069,5.835097744,11.89160136,-2.005817059,77.64138709,23.13415777,-121.0595069,5.518004894,11.18699723,-1.926528124,78.07638816,-17.70713998,-112.4645697,5.292991934,10.64020847,-1.732792765,78.61571993,4.352569948,-117.0148655,4.989396492,10.00714275,-1.789665366,78.61571993,4.352569949,-117.0148655,4.650205863,9.353290313,-2.318478908,-24.12689805,-11.72599121,152.9588066
274,4.645977229,8.231819115,12.16701861,-104.5754806,39.11371719,86.14258759,5.471139605,17.46604088,4.544155706,70.47355058,37.18497873,78.13138467,5.486586074,17.5606963,4.091429341,83.80248289,-48.71462723,108.1438282,6.911957465,14.12905089,-0.345924742,-83.79857966,48.7461614,-71.8509787,6.940523786,14.40313174,-1.100017846,-234.026279,76.56529329,97.12308927,7.260975984,15.27697993,-2.105060268,-258.3862309,47.31721997,70.49317858,7.073850264,15.51970649,-2.811771448,-115.7369214,-8.717631385,152.3038021,7.181283488,12.7738697,-1.670028416,100.299651,28.67361611,-68.69243972,7.744942518,11.21077132,-2.587320803,100.299651,28.67361611,-68.69243972,8.172704682,9.829254296,-2.802887468,99.18480176,10.64973037,-71.96416619,8.519517058,8.731875457,-2.956425591,99.07376634,5.90215531,-72.7348898,8.903107576,7.839471689,-3.868709943,-30.80146801,1.664525552,-176.3549718,7.481191523,13.4743504,-1.408539077,124.139955,59.72990874,-20.69773281,8.249597578,13.24581621,-2.882345084,124.139955,59.72990874,-20.69773281,9.011158622,12.63354078,-3.585495465,110.3971116,35.73804178,-38.79838331,9.756950382,11.86730536,-3.955518798,-2.447623415,16.41496621,-142.0523247,6.474977792,12.89740455,-1.517463056,77.44232014,23.38486752,-120.9806715,5.837812955,11.89728022,-2.022537188,77.44232014,23.38486752,-120.9806715,5.521958851,11.19137985,-1.950132465,77.93558869,-17.29310557,-112.2928847,5.298070574,10.64263318,-1.760677198,78.45358894,4.431771337,-116.8326394,4.996518823,10.0086836,-1.818568165,78.45358894,4.431771336,-116.8326394,4.658552103,9.355027297,-2.348406809,-24.20968178,-11.88769179,153.1700108
275,4.622953265,8.202886904,12.16220211,-104.6494072,39.04288532,86.04051166,5.465313566,17.44517603,4.551006135,70.41463203,37.10684465,78.04033296,5.48129113,17.54169461,4.098701592,83.59441364,-48.93103357,108.2791915,6.91024086,14.12878489,-0.351931509,-83.59034903,48.96255509,-71.71541845,6.939985263,14.40597779,-1.104840615,-234.4460311,76.33675331,96.66203968,7.260591695,15.28104351,-2.108773906,-258.326221,47.24853444,70.50941726,7.073613085,15.52521517,-2.815026064,-115.834503,-8.767487126,152.286045,7.180512737,12.77925576,-1.681603398,100.4165282,28.58495483,-68.67833439,7.74507163,11.21502053,-2.596401057,100.4165282,28.58495483,-68.67833439,8.171978686,9.832480542,-2.807048374,99.29072446,10.4533519,-72.00485539,8.517878576,8.734058843,-2.955089355,99.17984166,5.629072531,-72.79680976,8.902497768,7.843581813,-3.868822163,-30.92285128,1.749919161,-176.3718736,7.48039323,13.47848443,-1.41675307,124.4402844,59.65050307,-20.59015608,8.251479897,13.25083925,-2.889296081,124.4402844,59.65050307,-20.59015608,9.013631043,12.63599805,-3.589562311,110.5670974,35.56910986,-38.89375062,9.75822234,11.86679178,-3.955820218,-2.256023062,16.58910164,-142.2074871,6.474086495,12.90239166,-1.529273862,77.20157519,23.67470745,-120.8945085,5.839743997,11.90345519,-2.040217194,77.20157519,23.67470745,-120.8945085,5.525525382,11.19612806,-1.974974679,77.76198192,-16.84461436,-112.0860922,5.303081234,10.64521337,-1.79016726,78.25708106,4.55334626,-116.6280203,5.003842474,10.0103117,-1.849605598,78.25708106,4.55334626,-116.6280203,4.667242311,9.357017276,-2.380758858,-24.3164638,-12.08327607,153.4157308
276,4.596700377,8.17797708,12.15658639,-104.7324388,38.98054902,85.92294783,5.458720941,17.42694967,4.555717355,70.34542411,37.03614088,77.93331653,5.475195813,17.52509328,4.103789713,83.40568638,-49.11939768,108.400399,6.907407535,14.12858736,-0.35832886,-83.40147465,49.15090736,-71.59403179,6.938331968,14.40845049,-1.110201897,-234.8268252,76.13994688,96.23288445,7.259320125,15.28436653,-2.113271301,-258.2828932,47.19512225,70.50487081,7.072631907,15.52985297,-2.819144397,-115.924375,-8.803977461,152.2578397,7.178532164,12.78401991,-1.692844835,100.5232615,28.49433563,-68.65688335,7.744202359,11.21869129,-2.605082154,100.5232615,28.49433563,-68.65688335,8.170608047,9.835379215,-2.811636309,99.38890278,10.2898775,-72.02942079,8.515797369,8.736011216,-2.954210601,99.27745065,5.357636397,-72.84738913,8.901679109,7.84618231,-3.868042485,-30.9631992,1.84475444,-176.3864176,7.478401635,13.4821251,-1.425034851,124.7475281,59.56315263,-20.45826923,8.252462175,13.25563772,-2.896195493,124.7475281,59.56315263,-20.45826923,9.015479054,12.63848073,-3.593475478,110.7442764,35.39457244,-38.96724524,9.759135886,11.86655346,-3.955887047,-2.060804162,16.77065061,-142.3429326,6.471997,12.90683979,-1.540765578,76.92026064,24.00735754,-120.8051524,5.840740472,11.90940847,-2.058427179,76.92026064,24.00735754,-120.8051524,5.528466556,11.20055936,-2.000811878,77.55841332,-16.35170014,-111.8509836,5.307716504,10.6472741,-1.821126012,78.02812697,4.714042934,-116.4035971,5.01103193,10.01136837,-1.882600018,78.02812697,4.714042933,-116.4035971,4.675913588,9.358591951,-2.415324809,-24.44505595,-12.31072947,153.6932027
277,4.566803838,8.157013334,12.15083677,-104.8259386,38.92814568,85.78411178,5.451867694,17.41099803,4.558721606,70.26437323,36.97414564,77.80448045,5.468830431,17.51052659,4.107123643,83.23423554,-49.27914786,108.5030332,6.903779195,14.12792008,-0.36466351,-83.22989037,49.31064648,-71.49123496,6.935932636,14.41001192,-1.115651599,-235.1795942,75.97504873,95.81965686,7.257627014,15.28636798,-2.118110232,-258.2580442,47.15743479,70.47309651,7.071403646,15.53303771,-2.823693546,-116.0056018,-8.825782037,152.2139534,7.175567232,12.78758617,-1.703296879,100.6259397,28.41207417,-68.62527611,7.742577614,11.22139102,-2.613211909,100.6259397,28.41207417,-68.62527611,8.168842644,9.837587186,-2.816740318,99.48409118,10.1687449,-72.03708441,8.513520289,8.737386997,-2.954035475,99.37114129,5.095666113,-72.8866755,8.900884494,7.84731023,-3.866998362,-30.94603548,1.948244018,-176.3975208,7.475505638,13.484671,-1.432918575,125.09141,59.47679023,-20.2812445,8.25273239,13.25999333,-2.902686723,125.09141,59.47679023,-20.2812445,9.016800171,12.64092414,-3.597115006,110.9428317,35.22825072,-39.01536329,9.759705818,11.86657592,-3.955884243,-1.878894413,16.96771422,-142.4681711,6.468942506,12.91024499,-1.551504068,76.60172755,24.37970839,-120.718597,5.840922756,11.91469212,-2.076664271,76.60172755,24.37970839,-120.718597,5.530780054,11.2042897,-2.027252764,77.32886489,-15.81040236,-111.5976798,5.311880274,10.64847226,-1.853206674,77.77026848,4.904976966,-116.1647576,5.017929252,10.01153582,-1.917094442,77.77026848,4.904976964,-116.1647576,4.684339733,9.359397616,-2.451557588,-24.5886631,-12.56644456,153.9955477
278,4.534268562,8.139667993,12.14537356,-104.927258,38.88525891,85.62595292,5.445440623,17.39705311,4.560495869,70.17411769,36.92073486,77.65570466,5.462873755,17.49774231,4.109181239,83.08126257,-49.41262332,108.5854539,6.899905183,14.12665424,-0.370628012,-83.07679864,49.44411185,-71.40866932,6.933319101,14.41056311,-1.120875982,-235.5030713,75.83981572,95.42348835,7.256008802,15.28697102,-2.122969325,-258.2483623,47.13494602,70.41663442,7.070396913,15.53469964,-2.828342754,-116.077714,-8.835175089,152.1544801,7.172124781,12.78986248,-1.712711213,100.7239275,28.34563675,-68.58615525,7.740589375,11.22311103,-2.620759269,100.7239275,28.34563675,-68.58615525,8.167006387,9.839086275,-2.822458893,99.57517218,10.09505847,-72.03058412,8.511321157,8.738167253,-2.954813504,99.45975889,4.850636212,-72.91704758,8.900282612,7.847128638,-3.866157611,-30.8836759,2.056352763,-176.4070974,7.472225553,13.48602144,-1.440136503,125.475622,59.40002568,-20.06039263,8.252598306,13.26387202,-2.908621399,125.475622,59.40002568,-20.06039263,9.017762041,12.64329876,-3.600495778,111.1615691,35.07958651,-39.04320314,9.759994472,11.86680337,-3.956002848,-1.719828314,17.17718252,-142.5903904,6.465434339,12.91251729,-1.561221434,76.24993087,24.78398803,-120.6424051,5.840640954,11.91925069,-2.094496458,76.24993087,24.78398803,-120.6424051,5.532708363,11.20733858,-2.053750131,77.07657495,-15.22908337,-111.3363143,5.315733863,10.64890354,-1.885778292,77.4870962,5.120562018,-115.9203697,5.024596214,10.01095457,-1.952388102,77.4870962,5.120562017,-115.9203697,4.692486524,9.359565511,-2.488683273,-24.74178076,-12.84673489,154.3130372
